date,author,topic,content,stem,label
18.02.2020 14:29,camrell,ali babacan,"akp'nin kuruluş döneminden itibaren başlayarak üyesi ve üst düzey yöneticisi olarak çalışmış, aktif görevlerini bırakmasından uzunca süre sonra parti kurmaya karar verdiği 2019 yılı sonuna kadar (ki yine bu ayrılık noktasında bile tayyip beye bilgi verip izin istemiştir) da üyesi olarak kalmış, eski bakandır. algı yönetimi propagandanın önemli bir aracıdır, ali babacan özelinde çizilen imaj doğrultusunda şu şekilde işlediği görülüyor; akp kirli işlere, yolsuzluklara bulaşmaya başladığında çok gönülden bağlı olduğu partisi ile arasına mesafe koymuş ve köşesine çekilip hüzün dolu günler geçirmiş, zaman artık ülke için işlerin dönülmez noktaya geldiği an artık dayanamayıp elini taşın altına sokmaya karar verip kendini hiçe sayarak milleti için adım atmıştır. arkadaşlar, sevgili romalılar; en temel hata şudur, akp hiçbir döneminde iyi emelleri olan, demokrasiyi, insan haklarını, temel hak ve özgürlükleri manifestosu haline getirmiş bir parti yada oluşum olmadı, bugün ilk kuruldukları hallerinden daha yozlaşmış ve karanlık olmaları demek değildir ki ilk günlerinde böyle değillerdi, şuan yalnızca başladıkları noktadan daha da karanlık ve gericiler, çünkü iktidarlarını kaybetme korkusuna tutuldular. bu kötülüğün en başından beri içinde bulunan, çanak tutan, emellerin gerçekleşmesi için elinden gelen çabayı gösteren ali babacan vb. kişiler kendilerini bu tarz algı oyunlarıyla temiz ve sosyal devletçi karakterler olarak göstermeye çalıştıkça birileri buna dur diyecektir, elden ele, kulaktan kulağa bu gerçekleri topluma yayacaktır, yaymalıdır. siyasal islamcı riyakarlığı, muhafazakar kaypaklığı yada hangi tamlamayı kullanmak istersiniz siz seçin, su içine koyulduğu kabın, bu tip insanlarda sermayenin ve sahiplerinin kendilerine verdikleri şekil neyse onu alırlar. ben şahsım adına dün ve önceki günlere yani yaşanmış tarihe bakarak karar veririm insanlar hakkında, ali babacan hakkında fikrimin bir gün değişmesi için çokça şey göstermesi lazım bana ki bunu sağlayabilmesi için ne kadar süreye ihtiyaç duyarım bilmiyorum. ellerine(ve kendi gibi yüzlercesinin eline) bulaşan kanı, çamuru temizlemeye ömür yeter mi, işte bundan emin değilim.",akp kuruluş dönem itibare başlayarak üyes ve üst düzey yöneticis olarak çalış aktif görev bırakma uz sür sonra parti kurma karar verdik 2019 yıl son kadar ik y bu ayrılık nokta bil tayyip be bilgi verip iz istemiş ya üyes olarak kal eski baka algı yönet propaganda önemli bir araç alt babaca özel çizile imaj doğrultu şu şekil işledik görülüyor akp kirli iş yolsuzluk bulaşma başladık çok gönül bağlı olduk partis il ara mesaf ko ve köşe çekilip hüz dol gün geçir zama ar ülke iç iş dönülmez nokta geldik an ar dayanamayıp el taş alt sokma karar verip kendi hiç sayarak millet iç ad at arkadaş sevgil romalı en temel ha şu akp hiçbir dönem i emel ola demokrasi in hak temel hak ve özgürlük manifestos hal getir bir parti ya oluş olmadı bugu ilk kurulduk haller dah yozlaş ve karanlık olma demek değil ki ilk gün bö değil şuan yalnız başladık nokta dah ya karanlık ve gerici çünkü iktidar kaybetme korku tutul bu kötülük en baş ber iç buluna çanak tu emel gerçekleşmes iç el gele çaba göstere alt babaca vb kişi kendi bu tarz algı oyun te ve sosyal devletçi karakter olarak gösterme çalıştıkça biri p dur diyecek el el kulak kulak bu gerçek topl yapacak yapmal siyasal islamcı riyakarlık muhafazakar kaynaklık ya hangi tamlama kullanmak ister siz seç su iç koyulduk kap bu tip insan sermaye ve sahip kendi verdik şekil ne on alır ben şahs ad dün ve öncek gün yani yaşa tarih bakarak karar verir in hakk alt babaca hakk fikr bir gün değişmes iç çokça şey göstermes laz ba ki p sağlayabilmes iç ne kadar süre ihtiyaç duyar bilmiyor ellerine(ve ke gip yüzlerce el bulaşa ka çamur temizleme ömür yeter ki iş p em değil,0
22.02.2020 09:41,mizah seviyesi fazla olan yazar,ali babacan,fetönün yeni kartı olacak gibi. parti programında kürtçe'nin resmi dil olması varmış bu nedenle milliyetçi isimler partiye katılmaktan vaz geçmiş. ekonomimiz düzelicek diye özal dönemindeki gibi küçük amerika olacaksak ya da daha da kötüsü amerikanın dolayısıyla fetönün emrine gireceksek almayalım. aynı filmi 10 sene önce gördük çünkü.,fetö ye kar olacak gip parti program kürtçe resmi dil olmas var bu nede milliyetçi isim parti katılmak vaz geç ekonom düzelecek di özal dönem gip küçük amerik olacak ya ya dah ya kötüs amerika dolayı fetö emr girecek almayal aynı filmi se ö gör çünkü,0
23.02.2020 06:22,varolan,ali babacan,21. yüzyıl bitmeden partisini kuracağına kesinlikle inanıyorum. kendisine güvenim tam.,yüzyıl bitme parti kuracak kesinlik inanıyor kendi güve tam,1
02.03.2020 21:22,coder,ali babacan,bu adam bana nizamettin güvenç'i hatırlatıyor.,bu ada ba nizamet güvenç hatırlatıyor,1
03.03.2020 12:23,ne var davarin kizina var,ali babacan,video ile gerçekten sağlam iş yaptığı ve yapacağı hissi kapladı her yerimi. gel artık bilader.,videos il gerçek sağla iş yaptık ve yapacak hissi kapladı her yer gel ar bilader,2
03.03.2020 13:05,somfikir,ali babacan,"90’lık nine gibi yürüyen merdiven başında titreyip durma, adım at. en kötü, nasreddin hoca gibi yuvarlanırsın aşağı kavukla, yola devam edersin. heybendeki taşları dökmekle oyalanma. heybeyi komple at. uçurumdan at. ve acele uzaklaş oradan. yıkama yağlamadan uzak tut kendini. tozlu topraklı gel, olduğun gibi gel, öyle kal. bu millet ne çektiyse daltaraktan, dalyalaktan, dalbörekten çekti. onca sene en çok kimi gördün, kimi izledinse koy önüne, ne dediyse ne yaptıysa ondan uzak dur. hiç bilemiyorsan tersini yap. akil, makil teranesiyle sakil adamlarla takılma. aklı olsa hayrı olurdu şimdiye. ulema şürekâsını sepetle, genç beyinleri öncele. yaş uygun, kariyer sağlam, yetenek albenili, zaman zemin ideal. ya şimdi, ya hiç. (yalnız şu yukarıdaki “heybe” çokomelli. onu bi çözüver. hadi koçum göreyim seni)oy veresim geldi valla, olur mu olur *",lık y gip yürüye merdive baş titreyip durma ad at en köt nasredi hoç gip yuvarlanır aşak kavuklu yol deva eder heykel taş dökmek oyalanma heybel komple at uçur at ve acel uzaklaş ora yıka bağlama uzak tur kendi tozlu topraklı gel olduk gip gel ö kal bu millet ne çekti alarak dayanak dalbörek çek o se en çok k gör k izledi koy ön ne dedi ne yaptı on uzak dur hiç bilmiyor ters yap akil makil tersane sakil ada takılma aklı ol hayrı olur şimdi ule şürekâsı sepet genç beyin öncel yaş uygu kariyer sağla yetenek albenil zama ze ideal ya ş ya hiç yalnız şu yukarı heybe kokopelli on bi özüver hadi koç gör sensoy veres gel val olur mu olur,2
04.03.2020 11:12,sanver,ali babacan,partileşme sürecinde gençlerle yapılan toplantı ve çalışmalara ağırlık vermeye başlayan siyasetçi. merkez bir parti kuracak gibi gözüküyor ve bence başarı şansı var.,partileşme süreç genç yapıla topla ve çalışma ağırlık verme başlaya siyasetçi merkez bir parti kuracak gip gözüküyor ve be başar şansı var,2
04.03.2020 12:41,kadir uslu,ali babacan,başarılı olursa siyasete belli bir kalite getirmesini beklediğim kişi,başarıl olur siyase belli bir kali getirme bekledik kiş,2
04.03.2020 13:00,munasip bir yerde inecek var,ali babacan,ekonominin bugünkü durumuyla ilgili sorumluluğu rte’den daha az değildir. ekonominin kritik noktalarına fetönün yerleşmesindeki sorumluluğu rte’den daha fazladır. ülkeyi bu mu kurtaracakmış. siktirsin ordan.,ekonom bugünkü durum ilgil sorumluluk rte sen dah az değil ekonom kritik nokta fetö yerleşmes sorumluluk rte sen dah faz ülke bu mu kurtaracak bitir or,0
05.03.2020 00:01,paolomaldini,ali babacan,birisi yukarıda sormuş: madem çok iyiydi aktif siyasette olduğu zaman neden partisine oy vermediniz? ben şu an çok iyi demiyorum ama çalışmalarını hiç yoktan iyi buluyorum. yani adam rahatını bırakıp elini taşın altına koyuyor. akp'nin yarattığı enkazı görüyor ve muhtemelen bu durumda kendisinde de pay buluyordur. şimdi yukarıdaki soruya cevap verelim. akp'ye neden oy vermiyorduk biliyor musun. bugün gelinen noktaya er geç geleceklerini hep biliyorduk. çünkü demokrasi bir trendi. bir noktada bu trenden inilecekti. bu hep kafada vardı. bu akp kafasının nereye gittiği belliydi. gideceği yere giderken elinin altında kaliteli adamlar da vardı. onları da kullandılar. akp'ye oy vermek demek en baştan beri erdoğan'ı onaylamak ve onu güçlendirmek demekti. amaçlarına ulaşmak için her şeyi sömürdüler her şeyi kullandılar. diyeceksiniz bu adamlar saf mıydı da kendilerini kullandırttılar? işte bu soruda haklısınız. bu adamların tek suçları kendilerini kötülüğün zaferi için kullandırtmış olmalarıdır. ha işte tüm bunlar yüzünden ali babacan'ın çalışmalarını hiç yoktan iyi bulsam da chp gibi akp'nin enkazından tamamen uzak kalmış partiyi babacan'ın partisine tercih ederim ama benim gönlüm babacan imamoğlu / yavaş / kılıçdaroğlu ve demirtaş koalisyonundan yana. bu ülke ancak o zaman normalleşir. her kesimden kaliteli adamlar tek amaç için ülkeyi tekrar normalleştirmek sistemleri kurtarmak ve kutuplaşmayı azaltmak için birleşmeli.,biris yukarı sor made çok i aktif siyaset olduk zama ne parti oy vermedi ben şu an çok i demiyor am çalışma hiç yok i buluyor yani ada rahat bırakıp el taş alt koyuyor akp yarattık enkaz görüyor ve muhtemele bu dur kendi dek çay buluyor ş yukarı soru cevap verel akp ne oy vermiyor biliyor mu bugu geline nokta ek geç gelecek hep biliyor çünkü demokras bir tre bir nokta bu tre edilecek bu hep kafa var bu akp kafa nere gittik belli gidecek yer gider el alt kalitel adam ya var on ya kullan akp oy vermek demek en baş ber erdoğa onaylamak ve on güçlendirmek demek amaç ulaşmak iç her şe sömürü her şe kullan diyecek bu adam saf mı ya kendi kullandırttı iş bu soru haklı bu ada tek suç kendi kötülük zafer iç kullandırıl olma ya iş tüm bun yüz alt babaca çalışma hiç yok i bul ya chp gip akp enkaz tamame uzak kal parti babaca parti tercih eder am be gönl babaca imamoğlu yavaş kılıçdaroğlu ve demirtaş koalisyon ya bu ülke ancak o zama normalleşir her kes kalitel adam tek amaç iç ülke tekrar normalleştirmek sistem kurtarmak ve kutuplaşma azaltmak iç birleşmel,2
08.03.2020 23:40,mesir macunu aromali viagra,ali babacan,yarın sabah saat 8. 15’te fox tv’de çalar saat programına katılacağını açıklayan siyasetçi,yar sabah saat tek fon tv dek ça saat program katılacak açıklaya siyasetçi,1
09.03.2020 08:47,varolan,ali babacan,erbakan ve rteden sonra 3. nesil islamcı lider olacak büyük ihtimalle. erbakan anti emperyalistti ve d-8 birliğini savunuyordu dolayısıyla natoya bağlı tsk tarafından 28 şubatta tasfiye edildi. rte anti emperyalist olmayan islamcı olduğu iddiasıyla abd tarafından türkiyenin başına oturtuldu. ancak onunda fetöyle iktidar savaşına tutuşması ve sonrasında iyice rus yörüngesine girmesi sebebiyle üstü çizildi. şimdi ali babacan var sırada. islamcıların ehlileştirilmesi projesi tam gaz devam ediyor yani.,erbaka ve öte sonra nesil islamcı lider olacak büyük ihtimal erbaka antik emperyalist ve dış birlik savunuyor dolayı nato bağlı tsk taraf şubat tasfi edil rte antik emperyalist olmaya islamcı olduk iddia abd taraf türkiye baş oturtul ancak on fethi iktidar savaş tutuşmas ve sonra iyiç rus yörünge girmes sebep üs çizil ş alt babaca var sıra islamcı ehlileştirilmes projes tam gaz deva ediyor yani,0
09.03.2020 10:10,karelya,ali babacan,ekşi sözlük barajı geçemez diyorsa en az %25-30 alır.,ekşi sözlük baraj geçemez diyor en az %25-30 alır,1
09.03.2020 10:16,benimadimmesmecon,ali babacan,"""ali babacan'dan cacık olmaz yeaa"" diyen 2 tip insan var: 1) akp'liler. 2) aptal ve/veya romantik muhalifler. akp'lilerin tavrı gayet doğal. adamın potansiyeli yüksek olduğu için itibarını zedelemeye çalışıyorlar. aptal muhalifleri ise anlamak güç. sanırım türkiye'de sosyalist bir partinin çıkıp %70 almasını bekliyorlar. ali babacan'ın dünya görüşü benimle de birebir örtüşmüyor ama bugün ihtiyacımız olan şeyler uzlaşı ve liyakat. bu adam uzlaşmaya açık mı? evet. liyakati var mı? evet. parlamenter demokrasi istiyor mu? evet. geri kalan her şey teferruattır.",alt babaca cacık olmaz yaa diye tip in var akp aptal ve veya romantik muhalif akp iş tavrı gayet doğal ada potansiyel yük olduk iç itibar zedeleme çalışıyor aptal muhalif is anlamak güç sanır türki sosyalist bir parti çıkıp %70 alma bekliyor alt babaca dünya görüş ben dek birebir örtüşmüyor am bugu ihtiyaç ola şey uzlaş ve liyakat bu ada uzlaşma açık mı evet liyakat var mı evet parlamenter demokras istiyor mu evet ger kala her şey teferruatlı,2
09.03.2020 10:36,bajingo,ali babacan,kurduğu parti ile bir cacık yapamayacaktır. fetöcü ilan edilerek vatan hainliği sıfatı yapıştırılır kaybolur gider. nasıl küçük enişteden bir halt olmayacak bu da aynı işte.,kurduk parti il bir cacık yaramayacak fetö ila edilerek va hainlik sıfat yapıştırılır kaybolur gider nasıl küçük erişte bir halk olmayacak bu ya aynı iş,0
09.03.2020 10:48,largelyindependent,ali babacan,hepiniz ordaydınız! suç ortağısınız!,hep olsa suç ortak,0
09.03.2020 10:59,diariamente,ali babacan,"abdullah gül'le yolları ayırması hayırlı olur. gül'ün babacan'ın imajında yeri yok. beşir, gül vs bunlar hurda adamlar. babacan'ın erdoğan'la da öyle ideolojik benzerliği yok. dünyaları tamamen farklı iki insan. erdoğan necip fazıl'cıysa, babacan cemil meriç'çi. babacan'ın en önemli kozu küresel sermayenin arkasında olması. aslında erdoğan kendi kendine düştü düşecek. adam doğal ömrünü tamamlamış. enerjisi bitmiş, argümanı bitmiş, rüzgârı sönmüş. ama muhalefetin rakibi erdoğan değil; cahillik ve bizim toplumdaki despot adam hayranlığı. bağırmayan, sağa sola saydırmayan, velvele vermeyen adam cazip gelmiyor kodumun kara cahil çomarlarına. babacan'ın düşmanı da bu. bir de medyada yer bulamayacak. türkiye'de adıyaman'ın, urfa'nın, konya'nın köylerine kadar giremezseniz iktidar zor. kahvelerde, lokantalarda her gün gözükmezseniz sizi kimse konuşmaz. erdoğan hayatta izin vermez buna. kendisinim yolu açık olsun. rasyonel ve mantıklı olmak gerekirse bu ülkede muhafazakâr kesim de var ve erdoğan'un elinden onları almak gerek. babacan bir şans. gül, beşir değil.",abdullah gül yol ayırmas hayırlı olur gül babaca imaj yer yok beşir gül fs bun hur adam babaca erdoğa ya ö ideolojik benzerlik yok dünya tamame farklı ik in erdoğa necip fazıl babaca cemil meriç babaca en önemli koz küresel sermaye arka olmas asl erdoğa ke kendi düş düşecek ada doğal ömr tamamlamış enerjis bit argüma bit rüzgârı sö am muhalefet rakip erdoğa değil cahillik ve biz topl despot ada hayranlık bağırmaya sak sol saldırmaya velvel vermeye ada cazip gelmiyor kodu kar cahil tomar babaca düşma ya bu bir dek medya yer bulamayacak türki adıyama urfa konya köy kadar girmez iktidar zor kahve lokanta her gün gözükmez siz k konuşmaz erdoğa hayat iz vermez p kendis yol açık ol rasyonel ve mantıklı olmak gerekir bu ülke muhafazakâr kes dek var ve erdoğa el on almak gerek babaca bir şans gül beşir değil,2
09.03.2020 12:04,muhalifherif,ali babacan,"aklı olanın destekleyeceği adam. çünkü: rte'den sonra iktidara mansur yavaş, ekrem imamoğlu gibi muhalefet cenahından siyasetçiler gelirse enerjilerinin çoğunu, son 20 yılın intikamını almaya ayırırlar. bu kesin. bunu öngörmemek için ağır siyasi militan olmak lazım. bu saatten sonra bu ülkenin de bu halkın da böyle rövanş intikamlarına ne yetecek gücü ne durumu ne de zamanı var. o yüzden yeni bir siyasi iktidar kesinlikle herkesin lehine olacağını düşünüyorum. umarım partisinde her cenahtan kurucu vardır da bunu hak eder.",aklı ola destekleyecek ada çünkü rte sonra iktidar mansur yavaş ekre imamoğlu gip muhalefet cenah siyasetçi gelir enerji çok son yıl intikam alma ayırır bu ke p görmemek iç ağır siyas milita olmak laz bu saatte sonra bu ülke dek bu halk ya bö rövanş intikam ne yetecek güç ne dur ne dek zama var o yüz ye bir siyas iktidar kesinlik herke leh olacak düşünüyor umar parti her cenah kuruç var ya p hak eder,2
09.03.2020 13:19,bakinbucokenteresan,ali babacan,"eli artık akp'ye gitmeyen chp düşmanı şizofren türk seçmeninin yeni adresi. yine bu tiplerin gidip akp'ye oy vermesinden iyidir. ancak muhaliflere tavsiyem 2-3 tane süslü, liberal sözcük duydunuz diye ali babacan kimdir bunu unutmayınız. mesela akp de çok manyak özgürlükçü idi. hatirlarim o dönem liberaller kenan evreni bile yargiliyorlardi. trajikomik vesselam. yine çok gaza gelmeyin siz. hele geçiş dönemi için ali babacan tavsiyesi falan bunlara insanlar gotu ile güler. yumuşak gecis olacakmış, tüm memleketi soyup soğana çeviren bu adamlardan hesap sorulmayacak bu beyinsizlere göre. yolsuzluğun hesabını sormayarak medeni bir ülke oluruz kesin. kafaya bak.",el ar akp gitmeye chp düşma şizofre türk seçmen ye adres y bu tip gidip akp oy verme i ancak muhalif tavsiye 2-3 tane süslü libera sözcük du di alt babaca k p unutmay mesela akp dek çok manyak özgürlükçü idi hatir o döne liberal kena evre bil yargiliyor trajikomik vessela y çok gaz gelmey siz hel geçiş döne iç alt babaca tavsiyes fala bun in got il gü yumuşak gecis olacak tüm memleket soyup soğa çevire bu adam hesap yorulmayacak bu beyinsiz gör yolsuzluk hesap sormayarak mede bir ülke olur ke kafa bak,0
09.03.2020 14:52,minds,ali babacan,kılıçdaroğlu chp'den ayrılmazsa oy vereceğim liderdir.,kılıçdaroğlu chp ayrılmaz oy verecek lider,2
09.03.2020 18:28,tanri beni seviyor mu,ali babacan,"hayatınızda göreceğiniz en aykırı, en anarşist, devrimci tiplerden biriyim. ve tüm samimiyetimle söylüyorum partisini kurduğu an oyumu basacağım. isterse muhafazakar olsun, terörist olsun, bilmem ne olsun umrumda değil. şu ülkeyi toparlasın. siz bunu kemal, selahattin, meral, yavru kurt, rte yapar mı sanıyorsunuz? bir cacık yapamazlar. ama bu ali babacan yapar.",hayat görecek en aykır en anarşist devrimci tip bir ve tüm samimiyet söylüyor parti kurduk an oy basacak ister muhafazakar ol terörist ol bilme ne ol umr değil şu ülke toparlana siz p kemal selahat meral yavru kurt rte yapar mı sanıyor bir cacık yapamaz am bu alt babaca yapar,2
